,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,kant,#,pp,#�#,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,advocates,of,the,first-past-the-post,system,argued,that,it,was,the,only,way,of,delivering,strong,government,mr,cook,said,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,so,i,sent,that,off,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,we've,got,five,weeks,discouraged,from,taking,more,than,a,fortnight,at,a,time,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,,hi,he,said,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,if,it,is,large,the,emphasis,will,be,on,the,start,up,procedure,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,if,it,was,another,girl,he,would,have,another,one,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,the,work,reviewed,above,suggests,that,the,application,of,gis,techniques,to,hazard,assessment,emergency,planning,and,environmental,monitoring,is,both,actually,and,potentially,an
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,and,then,in,the,first,place,you're,getting,enough,money,you,can,you,can,bash,it,away,and,that,'ll,pay,for,your,furniture,
true,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,
word,a,shepherd,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,we,shall,elaborate,on,this,simple,division,below,but,suggest,here,that,the,wealth,of,literature,on,the,former,see,for,instance,burton,#,and
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,i,mean,yeah,i,say,or,you,could,have,a,taller,fridge,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,i,do,not,regard,property,profits,as,earnings,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,this,is,where,you,isn't,it,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,once,known,primarily,as,the,wife,of,diego,rivera,her,reputation,outside,of,mexico,now,far,supercedes,his,since,#,sale,room,estimates,of,her
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,it,would,do,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,if,you,were,a,gambling,man,it,would,not,affect,you,it,would,just,be,lost,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,
word,i,mean,three,thousand,a,year,to,rent,one's,a,lot,of,money,really,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,did,he,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,very,nice,very,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,you're,not,having,that,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,i,called,down,to,her,when,i,reached,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,yeah,i,know,they,weren't,very,long,series,was,it,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,he,had,come,he,believed,because,he,needed,to,discuss,certain,administrative,problems,with,frederica,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,
word,mr,smith,said,in,an,interview,on,bbc,television's,on,the,record,that,he,did,not,expect,his,colleagues,to,spend,and,spend,again',when
true,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,here,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,mm,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,i,promise,you,one,thing,he's,brought,none,of,it,on,board,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,in,later,conversations,about,ulster,law,was,frank,enough,to,point,out,that,bloodshed,in,ulster,would,be,the,best,way,of,ensuring,an,electoral
true,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,she,took,it,for,granted,that,each,knew,who,the,other,was,and,standing,aside,to,motion,him,in,she,said,it's,good,of,you
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,however,whatever,the,terminology,usedthere,is,a,requirement,for,design,effort,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,where,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,really,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,i,said,oh,whereabouts,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,forgive,me,for,saying,so,but,the,lighting,in,here,is,appalling,you,don't,you,get,headaches,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,
word,the,local,scale,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,the,effect,of,that,test,would,be,to,pickoutthose,reckless,killings,which,occurred,when,d,had,already,manifested,substantial,moral,and,legal,culpability,and,to
true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,if,we,could,list,those,we'd,have,advance,warning,of,shortage,problems,on,the,assembly,lines,two,months,before,they,occur,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,initially,the,analyst,does,all,the,work,leading,the,user,towards,a,systemhe,thinks,is,right,for,the,business,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,here,are,phil,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,true,the,new,secretary,of,state,for,the,environment,laid,stress,from,the,outset,on,the,need,for,economicregeneration,and,indicated,his,sympathy,for,the
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,terry,uses,the,shop,to,get,extra,money,every,so,often,uses,my,dad,ticking,over,running,when,he,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,
word,i,have,to,clean,them,up,i'll,have,to,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,no,i,don't,no,no,no,no,no,but,i,know,it,wants,to,be,erm,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,no,one,can,predict,the,future,of,boxing,either,at,the,level,of,particular,victories,or,defeats,in,effect,a,structure,of,repetition,nor,at
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,we,may,in,fact,reinterpret,any,of,the,diagrams,of,figs,#,-#,byassuming,that,the,whole,space,is,filled,with,a,material,of,conductivity
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,cows,were,thought,very,unsightly,when,they,were,first,introduced,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,adam,could,remember,very,well,but,he,wasn't,going,to,say,so,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,he,already,knew,about,that,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,isobel,wants,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,you,also,grew,up,watching,grandfather's,clients,literally,get,away,with,murder,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,well,er,yeah,exactly,that's,what,they're,moaning,about,int,it,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,madame,snorted,again,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,sound,cheesed,off,what's,the,matter,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,he,glanced,at,the,paint,pot,and,brush,that,i,was,still,holding,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,spotlessly,clean,and,popular,the,jumbo,is,a,long-term,advertisement,for,koenig's,design,skills,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,ok,tough,guy,,,,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,three,in,one,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,is,baby,waking,up,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,they,had,a,bit,of,bad,luck,they,reckon,it,was,,,,,,,,,,,,,,
true,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,the,shock,caused,by,balfour's,going,thus,did,something,to,steady,the,party,and,it,certainly,produced,a,real,determination,to,settle,the,affairs,of
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,the,metaphor,is,apt,as,palestinians,regard,themselves,as,engaging,in,a,process,of,giving,birth,to,their,independent,palestinian,state,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,among,those,leaving,was,cornelia,#,a,young,east,berliner,destined,she,said,for,west,berlin,via,a,very,circuitous,route,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,no,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,thank,you,very,much,for,your,time,love,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,drink,desire,in,search,of,a,name,do,the,french,have,the,mot,juste,to,describe,the,desire,for,a,reviving,drink,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,
word,the,first,section,provides,an,overview,of,provision,and,services,in,#,,,,,,,,,,,,,
true,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,and,if,you,phoned,me,early,in,the,year,it,must,have,been,just,after,we,got,the,v,w,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,
word,yet,it,was,mr,clarke,not,mr,nichol,who,was,involved,in,the,critical,decisions,the,cash,limit,for,the,nhs,the,#,per,cent
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,gary,oliver,is,a,friend,she,said,defensively,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,it,is,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,you've,won,a,bottle,of,whisky,stuart,said,thank,you,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,your,people,fought,very,bravely,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,don't,get,it,,,,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,not,unless,someone,puts,their,foot,down,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,after,seeing,him,because,he,thought,that,once,he'd,seen,the,consultant,it,would,then,take,some,time,to,get,the,treatment,started,but,they
