,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,brazilian,police,say,at,least,16,people,have,been,killed,in,a,series,of,attacks,on,police,stations,and,public,buses,in,rio,de,janeiro,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,IN,JJS,CD,NNS,VBP,VBN,VBN,IN,DT,NN,IN,NNS,IN,NN,NNS,CC,JJ,NNS,IN,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,I-geo,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,
word,the,attacks,last,october,on,the,taba,hilton,and,two,other,resorts,in,the,sinai,killed,35,people,and,wounded,more,than,100,",",mostly,egyptian,and,israeli,tourists,,,,,,,,,,,,,,,,,,,
pos,DT,NNS,JJ,NNP,IN,DT,NNP,NNP,CC,CD,JJ,NNS,IN,DT,NNP,VBD,CD,NNS,CC,VBD,JJR,IN,CD,",",RB,JJ,CC,JJ,NNS,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-tim,O,O,B-geo,I-geo,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,B-gpe,O,B-gpe,O,,,,,,,,,,,,,,,,,,,
pred,O,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,B-gpe,O,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,
word,the,southeastern,u.s.,state,of,georgia,votes,to,choose,a,senator,in,a,runoff,election,tuesday,",",that,will,help,determine,whether,the,democratic,party,can,get,strong,control,of,the,u.s.,senate,,,,,,,,,,,,,,,
pos,DT,JJ,NNP,NN,IN,NNP,NNS,TO,VB,DT,NN,IN,DT,NN,NN,NNP,",",WDT,MD,VB,VB,IN,DT,JJ,NNP,MD,VB,JJ,NN,IN,DT,NNP,NNP,,,,,,,,,,,,,,,
true,O,O,B-geo,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,B-org,I-org,O,O,O,O,O,O,B-org,I-org,,,,,,,,,,,,,,,
pred,O,O,B-gpe,O,O,B-gpe,I-gpe,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,thousands,of,prisoners,in,kenya,reportedly,volunteered,to,skip,lunch,on,new,year,'s,day,so,that,the,food,could,be,sent,to,those,suffering,from,famine,,,,,,,,,,,,,,,,,,,,,
pos,NNS,IN,NNS,IN,NNP,RB,VBD,TO,VB,NN,IN,NNP,NNP,POS,NN,RB,IN,DT,NN,MD,VB,VBN,TO,DT,VBG,IN,NN,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-geo,O,O,O,O,O,O,B-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,meanwhile,",",ukraine,has,declared,a,state,of,emergency,to,help,combat,a,bird,flu,outbreak,in,crimea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,RB,",",NNP,VBZ,VBN,DT,NN,IN,NN,TO,VB,VB,DT,NN,NN,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,treasury,said,tuesday,u.s.,citizens,are,prohibited,from,any,transactions,involving,the,companies,",",which,are,located,in,iran,",",the,cayman,islands,and,dubai,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,VBD,NNP,NNP,NNS,VBP,VBN,IN,DT,NNS,VBG,DT,NNS,",",WDT,VBP,VBN,IN,NNP,",",DT,NNP,NNP,CC,NNP,,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,O,B-tim,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,B-org,I-org,I-org,I-org,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,B-tim,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,they,shouted,slogans,against,russian,prime,minister,vladimir,putin,",",saying,he,has,reversed,democratic,reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBD,NNS,IN,JJ,NNP,NNP,NNP,NNP,",",VBG,PRP,VBZ,VBN,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-gpe,B-per,O,B-per,I-per,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,spanish,football,club,sevilla,has,won,its,first,european,football,title,by,beating,middlesbrough,of,england,",",4-0,",",in,the,uefa,cup,final,in,eindhoven,",",the,netherlands,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NN,NN,NNP,VBZ,VBN,PRP$,JJ,JJ,NN,NN,IN,VBG,NNP,IN,NNP,",",CD,",",IN,DT,NNP,NNP,JJ,IN,NNP,",",DT,NNP,,,,,,,,,,,,,,,,,,
true,O,B-gpe,O,O,B-org,O,O,O,O,O,O,O,O,O,B-org,O,B-geo,O,O,O,O,O,B-org,I-org,O,O,B-geo,O,B-geo,I-geo,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
word,a,u.s.-funded,radio,station,says,its,correspondent,in,iraq,has,been,killed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NN,NN,VBZ,PRP$,NN,IN,NNP,VBZ,VBN,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-geo,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-geo,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,olympic,champion,philipp,schoch,of,switzerland,and,compatriot,ursula,bruhin,have,won,world,cup,parallel,giant,slalom,snowboard,events,in,le,relais,",",canada,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NN,NNP,NNP,IN,NNP,CC,NN,NNP,NNP,VBP,VBN,NNP,NNP,NN,NN,NN,VBD,NNS,IN,NNP,NNP,",",NNP,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-per,I-per,O,B-geo,O,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,addressing,the,u.n.,general,assembly,thursday,",",ivo,jovic,described,bosnia,as,a,non-functional,structure,left,to,the,bosnian,people,by,the,1995,dayton,peace,accords,,,,,,,,,,,,,,,,,,,,,,
pos,VBG,DT,NNP,NNP,NNP,NNP,",",NNP,NNP,VBD,NNP,IN,DT,JJ,NN,VBD,TO,DT,JJ,NNS,IN,DT,CD,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-org,I-org,I-org,B-tim,O,B-org,I-org,O,B-geo,O,O,O,O,O,O,O,B-gpe,O,O,O,B-tim,I-tim,I-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,B-org,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,B-tim,I-tim,O,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,the,ministry,of,industry,and,information,technology,says,the,measure,is,aimed,at,curbing,spam,and,telecommunication,fraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,IN,NNP,CC,NNP,NNP,VBZ,DT,NN,VBZ,VBN,IN,VBG,NN,CC,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,I-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,as,a,result,",",gdp,growth,was,modest,",",but,positive,",",in,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,DT,NN,",",NN,NN,VBD,JJ,",",CC,JJ,",",IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,authorities,in,the,state,of,morelos,say,the,55-year-old,ex-diplomat,was,driving,on,a,highway,sunday,when,his,vehicle,hit,a,bus,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNS,IN,DT,NN,IN,NNP,VBP,DT,JJ,NN,VBD,VBG,IN,DT,NN,NNP,WRB,PRP$,NN,VBD,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,michael,kostiw,said,monday,he,will,still,serve,as,a,senior,advisor,to,mr.,goss,",",but,feared,the,reports,of,his,past,indiscretion,would,"""",be,a,distraction,from,the,critical,work,"""",of,the,agency,,,,,,,,,,,
pos,NNP,NNP,VBD,NNP,PRP,MD,RB,VB,IN,DT,JJ,NN,TO,NNP,NNP,",",CC,VBD,DT,NNS,IN,PRP$,JJ,NN,MD,``,VB,DT,NN,IN,DT,JJ,NN,``,IN,DT,NN,,,,,,,,,,,
true,B-per,I-per,O,B-tim,O,O,O,O,O,O,O,O,O,B-per,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,
pred,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,
word,the,poll,of,1004,adults,",",taken,friday,through,sunday,",",also,found,that,57,percent,of,americans,feel,the,war,has,made,them,"""",less,safe,"""",from,terrorism,,,,,,,,,,,,,,,,,,
pos,DT,NN,IN,CD,NNS,",",VBN,NNP,IN,NNP,",",RB,VBD,IN,CD,NN,IN,NNS,VBP,DT,NN,VBZ,VBN,PRP,``,RBR,JJ,``,IN,NN,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,
pred,O,B-tim,I-tim,I-tim,O,O,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
word,india,and,saudi,arabia,have,said,they,intend,to,form,an,energy,partnership,to,increase,the,amount,of,crude,oil,supplied,to,india,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,CC,NNP,NNP,VBP,VBN,PRP,VBP,TO,VB,DT,NN,NN,TO,VB,DT,NN,IN,JJ,NN,VBD,TO,NNP,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,broker,faces,two,years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBZ,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,B-tim,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,authorities,detained,the,suspects,in,several,german,cities,just,hours,before,a,meeting,friday,between,mr.,allawi,and,german,chancellor,gerhard,schroeder,in,berlin,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNS,VBD,DT,NNS,IN,JJ,JJ,NNS,RB,NNS,IN,DT,NN,NNP,IN,NNP,NNP,CC,JJ,NNP,NNP,NNP,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,B-tim,I-tim,B-per,I-per,O,B-gpe,B-per,I-per,I-per,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,B-tim,I-tim,B-per,B-org,I-org,B-gpe,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,the,clash,coincided,with,a,bomb,attack,at,a,resort,in,western,turkey,which,killed,five,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,IN,DT,NN,NN,IN,DT,NN,IN,JJ,NNP,WDT,VBD,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,there,has,been,no,word,about,three,romanian,journalists,and,an,iraqi,assistant,kidnapped,nearly,two,weeks,ago,on,the,outskirts,of,baghdad,,,,,,,,,,,,,,,,,,,,,,,,,
pos,EX,VBZ,VBN,DT,NN,IN,CD,JJ,NNS,CC,DT,JJ,NN,VBN,RB,CD,NNS,RB,IN,DT,NNS,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-gpe,O,O,O,B-gpe,O,O,O,B-tim,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-gpe,O,O,O,B-gpe,O,O,O,B-tim,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,bisphenol,a,is,a,chemical,used,in,making,plastic,bottles,and,most,other,plastic,products,we,use,every,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,VBZ,DT,NN,VBN,IN,VBG,JJ,NNS,CC,RBS,JJ,NN,NNS,PRP,VBP,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-art,I-art,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,economists,say,energy,and,food,costs,can,swing,widely,from,month,to,month,",",so,setting,aside,those,volatile,prices,may,give,a,clearer,picture,of,inflation,in,the,overall,economy,,,,,,,,,,,,,,,,,
pos,NNS,VBP,NN,CC,NN,NNS,MD,VB,RB,IN,NN,TO,NN,",",RB,VBG,RB,DT,JJ,NNS,MD,VB,DT,JJR,NN,IN,NN,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,the,suspects,include,active,and,retired,members,of,venezuela,'s,navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNS,VBP,JJ,CC,JJ,NNS,IN,NNP,POS,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-geo,O,B-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,u.s.,house,of,representatives,passed,the,legislation,earlier,this,month,with,a,near,unanimous,vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NNP,IN,NNPS,VBD,DT,NN,RBR,DT,NN,IN,DT,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,ms.,rice,spent,more,than,nine,hours,testifying,tuesday,",",handling,tough,questions,about,the,direction,of,the,war,on,terror,and,the,bush,administration,'s,decision,to,invade,iraq,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,VBD,JJR,IN,CD,NNS,VBG,NNP,",",VBG,JJ,NNS,IN,DT,NN,IN,DT,NN,IN,NN,CC,DT,NNP,NN,POS,NN,TO,VB,NNP,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,
word,the,25-year-old,hamm,decided,it,would,be,better,for,the,team,to,take,a,fully,healthy,gymnast,to,beijing,in,his,place,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NNP,VBD,PRP,MD,VB,JJR,IN,DT,NN,TO,VB,DT,RB,JJ,NN,TO,NNP,IN,PRP$,NN,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,a,new,survey,says,more,afghans,think,their,country,is,heading,in,the,right,direction,",",even,though,many,believe,it,is,still,plagued,by,a,lack,of,security,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NN,VBZ,RBR,NNS,VBP,PRP$,NN,VBZ,VBG,IN,DT,JJ,NN,",",RB,IN,JJ,VBP,PRP,VBZ,RB,VBN,IN,DT,NN,IN,NN,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,
word,top-seeded,lleyton,hewitt,of,australia,will,play,his,second,round,match,thursday,against,germany,'s,philipp,kohlschreiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,IN,NNP,MD,VB,PRP$,JJ,NN,NN,NNP,IN,NNP,POS,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-per,I-per,O,B-geo,O,O,O,O,O,O,B-tim,O,B-geo,O,B-geo,I-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-gpe,O,O,O,O,O,O,B-tim,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,unit,is,expected,to,be,completely,disbanded,by,the,end,of,the,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBZ,VBN,TO,VB,RB,VBN,IN,DT,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,u.s.,military,also,says,a,marine,helicopter,made,an,emergency,landing,in,anbar,province,",",injuring,18,people,on,board,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NN,RB,VBZ,DT,NN,NN,VBD,DT,NN,NN,IN,NNP,NN,",",VBG,CD,NNS,IN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,O,O,B-org,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,iraqi,officials,say,a,suicide,bomber,has,killed,three,people,and,wounded,at,least,10,others,in,central,baghdad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,DT,NN,NN,VBZ,VBN,CD,NNS,CC,VBN,IN,JJS,CD,NNS,IN,JJ,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,in,1952,",",a,constitution,was,enacted,providing,for,internal,self,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,CD,",",DT,NN,VBD,VBN,VBG,IN,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-tim,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-tim,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,on,christmas,eve,",",children,anticipate,the,coming,of,santa,claus,",",a,mythical,figure,who,flies,around,the,world,overnight,to,deliver,presents,to,good,children,,,,,,,,,,,,,,,,,,,,,
pos,IN,NNP,NNP,",",NNS,VBP,DT,VBG,IN,NNP,NNP,",",DT,JJ,NN,WP,VBZ,IN,DT,NN,JJ,TO,VB,NNS,TO,JJ,NNS,,,,,,,,,,,,,,,,,,,,,
true,O,B-tim,I-tim,O,O,O,O,O,O,B-geo,I-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
pred,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
